lxappearance 0.6.2-1
lz4 131-1
lzo 2.09-1
lzop 1.03-5
m17n-db 1.7.0-1
m17n-lib 1.7.0-1
m4 1.4.17-2
make 4.1-4
man-db 2.7.5-2
man-pages 4.06-1
manjaro-alsa 2012.11-1
manjaro-artwork 1.0.8-2
manjaro-efi-shell 20160514-1
manjaro-firmware 20160419-1
manjaro-gnome-settings 20160510-2
manjaro-hotfixes 2015.12-2
manjaro-iso-profiles-base 16.04-2
manjaro-iso-profiles-community 16.04-1
manjaro-iso-profiles-minimal 16.04-1
manjaro-iso-profiles-official 16.04-1
manjaro-isolinux 20151220-1
manjaro-keyring 20160514-1
manjaro-printer 2015.06-2
manjaro-pulse 2012.11-1
manjaro-release 16.06rc1-1
manjaro-settings-manager 0.4.96-5
manjaro-system 20160301-1
manjaro-tools-base 0.11.7rc2-1
manjaro-tools-iso 0.11.7rc2-1
manjaro-tools-pkg 0.11.7rc2-1
manjaro-welcome 15.12-9
mcpp 2.7.2-5
mdadm 3.4-1
media-player-info 22-2
memtest86+ 5.01-1
mesa 11.2.2-1
mesa-demos 8.3.0-1
mhwd 0.5.7-1
mhwd-amdgpu 1.1.0-2
mhwd-catalyst 1:15.201.1151-1
mhwd-db 0.5.7-7
mhwd-nvidia 1:364.19-1
mhwd-nvidia-304xx 304.131-1
mhwd-nvidia-340xx 340.96-1
mhwd-tui 0.2-3
mime-types 9-1
mjpegtools 2.1.0-2
mkinitcpio 19-1
mkinitcpio-busybox 1.24.1-1
mkinitcpio-nfs-utils 0.3-5.3
mktorrent 1.0-4
mobile-broadband-provider-info 20151214-1
mod_dnssd 0.6-6
modemmanager 1.4.14-1
moka-icon-theme 20151123-1
mono 4.4.0.40-2
mono-addins 1.1-1
mousetweaks 3.12.0-1
mozilla-common 1.4-4
mpd 0.19.15-2
mpfr 3.1.4.p1-1
mpg123 1.22.4-1
mplayer 37857-1
msmtp 1.6.4-1
msmtp-mta 1.6.4-1
mtdev 1.1.5-1
mupdf 1.9_a-3
musicbrainz 2.1.5-7
mutt 1.6.1-1
mutter 3.20.2-1
namcap 3.2.7-1
nano 2.5.3-2
nautilus 3.20.1-1
nautilus-sendto 3.8.3-1
nbd 3.13-1
ncmpcpp 0.7.4-2
ncurses 6.0-4
ndiswrapper-utils 1.59-1
neon 0.30.1-2
net-snmp 5.7.3-2
net-tools 1.60.20130531git-1
netcdf 4.4.1rc1-1
netctl 1.11-1
nettle 3.2-2
nettle4 2.7.1-4
networkmanager 1.2.2-1
networkmanager-dispatcher-ntpd 1.0-6
networkmanager-openconnect 1.2.2-1
networkmanager-openvpn 1.2.2-1
networkmanager-pptp 1.2.2-1
networkmanager-vpnc 1.2.2-1
nfs-utils 1.3.3-3
nfsidmap 0.26-1
nilfs-utils 2.2.3-1
nm-connection-editor 1.2.2-1
nmap 7.12-1
nodejs 6.2.0-1
npm 3.9.2-1
npth 1.2-1
nspr 4.12-1
nss 3.23-4
nss-mdns 0.10-6
ntfs-3g 2016.2.22-1
ntp 4.2.8.p7-1
numlockx 1.2-3
nvidia-utils 1:364.19-1
ocl-icd 2.2.9-1
open-fuse-iso 1.1-1
openconnect 1:7.06-2
opencore-amr 0.1.3-2
openexr 2.2.0-3
openjpeg 1.5.2-1
openjpeg2 2.1.0-1
openresolv 3.7.2-1
openssh 7.2p2-2
openssl 1.0.2.h-1
openvpn 2.3.10-1
optipng 0.7.6-1
opus 1.1.2-1
orbit2 2.14.19-3
orc 0.4.25-1
orca 3.20.2-1
os-prober 1.70-1
oxygen-icons 1:5.22.0-1
p11-kit 0.23.2-1
package-query 1.8-1
pacli 0.10-1
pacman 5.0.1-4
pacman-mirrorlist 20160423-1
pam 1.2.1-3
pamac 4.0.1-1
pambase 20130928-1
pandoc 1.17.0.3-15
pandoc-citeproc 0.9.1.1-23
pandoc-crossref 0.2.1.3-2
pango 1.40.1-1
pangomm 2.40.0-1
parted 3.2-4
patch 2.7.5-1
pcaudiolib r26.228b7a6-1
pciutils 3.4.1-1
pcmciautils 018-7
pcre 8.38-3
pcre2 10.21-1
perl 5.22.2-1
perl-clone 0.38-1
perl-dbi 1.636-1
perl-encode-locale 1.05-1
perl-error 0.17024-1
perl-file-basedir 0.07-1
perl-file-listing 6.04-2
perl-file-which 1.21-1
perl-html-parser 3.72-1
perl-html-tagset 3.20-4
perl-http-cookies 6.01-2
perl-http-daemon 6.01-2
perl-http-date 6.02-2
perl-http-message 6.11-2
perl-http-negotiate 6.01-2
perl-io-html 1.001-1
perl-ipc-system-simple 1.25-1
perl-libwww 6.15-1
perl-lwp-mediatypes 6.02-2
perl-net-http 6.09-1
perl-uri 1.71-1
perl-www-robotrules 6.02-2
perl-xml-libxml 2.0124-2
perl-xml-namespacesupport 1.11-3
perl-xml-sax 0.99-4
perl-xml-sax-base 1.08-3
phonon-qt4 4.9.0-1
phonon-qt4-gstreamer 4.9.0-1
pinentry 0.9.7-2
pixman 0.34.0-1
pkg-config 0.29.1-1
plymouth 1:0.8.8-1
plymouth-theme-manjaro-elegant 1.0.1-1
plymouth-theme-manjaro-gnome 1.1-1
podofo 0.9.3-2
polari 3.20.2-1
polkit 0.113-4
polkit-gnome 0.105-3
polkit-qt4 0.112.0+git20160226-1
polkit-qt5 0.112.0+git20160226-1
poppler 0.42.0-1
poppler-glib 0.42.0-1
poppler-qt4 0.42.0-1
popt 1.16-8
potrace 1.13-1
powertop 2.8-2
ppp 2.4.7-2
pptpclient 1.8.0-2
primus 20151110-5
prison 1.1.1-2
procps-ng 3.3.11-2
progsreiserfs 0.3.0.5-8
protobuf 2.6.1-2
psmisc 22.21-3
pulseaudio 8.0-3
pulseaudio-alsa 2-3
pulseaudio-bluetooth 8.0-3
pulseaudio-ctl 1.61-1
pulseaudio-zeroconf 8.0-3
pyalpm 0.8-1
pygobject-devel 3.20.0-1
pygobject2-devel 2.28.6-12
pygtk 2.24.0-6
pyqt4-common 4.11.4-4
pyqt5-common 5.5.1-2
python 3.5.1-2
python-atspi 2.20.2-1
python-beaker 1.8.0-1
python-cairo 1.10.0-6
python-chardet 2.3.0-2
python-dbus 1.2.4-1
python-dbus-common 1.2.4-1
python-decorator 4.0.9-1
python-docopt 0.6.2-3
python-gobject 3.20.0-1
python-jedi 0.9.0-2
python-mako 1.0.4-1
python-markupsafe 0.23-3
python-packaging 16.7-1
python-path 8.2.1-1
python-pexpect 4.0.1-2
python-pip 8.1.2-1
python-ptyprocess 0.5.1-1
python-pycups 1.9.73-2
python-pycurl 7.43.0-1
python-pyelftools 0.23-3
python-pypandoc 1.1.3-1
python-pyparsing 2.1.4-1
python-pyqt4 4.11.4-4
python-requests 2.10.0-1
python-setuptools 1:21.1.0-1
python-sip 4.18-1
python-six 1.10.0-1
python-urllib3 1.15.1-1
python-xdg 0.25-3
python2 2.7.11-3
python2-apsw 3.12.2-1
python2-cairo 1.10.0-2
python2-chardet 2.3.0-2
python2-cherrypy 5.4.0-1
python2-cssselect 0.9.1-3
python2-cssutils 1.0.1-1
python2-dateutil 2.5.3-1
python2-dbus 1.2.4-1
python2-dnspython 1.12.0-1
python2-gobject 3.20.0-1
python2-gobject2 2.28.6-12
python2-html5lib 0.9999999-2
python2-lxml 3.6.0-1
python2-mechanize 0.2.5-4
python2-netifaces 0.10.4-2
python2-packaging 16.7-1
python2-pillow 3.2.0-1
python2-psutil 4.1.0-1
python2-pygments 2.1.3-1
python2-pypandoc 1.1.3-1
python2-pyparsing 2.1.4-1
python2-pyqt5 5.5.1-2
python2-setuptools 1:21.1.0-1
python2-sip 4.18-1
python2-six 1.10.0-1
python2-xdg 0.25-3
pywebkitgtk 1.1.8-3
qca-qt4 2.1.1-5
qimageblitz 0.0.6-5
qjson 0.8.1-5
qpdf 6.0.0-2
qqwing 1.3.4-2
qrencode 3.4.4-1
qt4 4.8.7-9
qt5-base 5.6.0-5
qt5-declarative 5.6.0-1
qt5-location 5.6.0-1
qt5-script 5.6.0-1
qt5-sensors 5.6.0-1
qt5-svg 5.6.0-1
qt5-webchannel 5.6.0-1
qt5-webkit 5.6.0-4
qt5-xmlpatterns 5.6.0-1
qtchooser 53-2
qtwebkit 2.3.4-4
quadrapassel 3.20.0-1
randrproto 1.5.0-1
raptor 2.0.15-4
rasqal 1:0.9.33-1
readline 6.3.008-3
recode 3.6-8
recordproto 1.14.2-2
redland 1:1.0.17-3
refind-efi 0.9.2-1
reiserfsprogs 3.6.24-1
renderproto 0.11.1-3
rest 0.8.0-1
rfkill 0.5-1
rlwrap 0.42-2
rofi 1.0.1-1
rp-pppoe 3.12-1
rpcbind 0.2.3-3
rsync 3.1.2-1
rtkit 0.11-5
rtmpdump 1:2.4.r96.fa8646d-2
ruby 2.3.1-1
ruby-bundler 1.12.4-1
run-parts 4.7-1
rygel 0.30.1-1
s-nail 14.8.8-1
sbc 1.3-1
sbt 1:0.13.11-1
scala 2.11.8-1
schroedinger 1.0.11-3
scrnsaverproto 1.2.2-2
scrot 0.8.13-1
sdl 1.2.15-7
sdl2 2.0.4-2
sdl2_image 2.0.1-1
sdl_image 1.2.12-3
sdl_mixer 1.2.12-4
sdparm 1.09-1
seahorse 3.20.0-1
sed 4.2.2-3
semver 5.1.0-1
serf 1.3.8-2
shadow 4.2.1-3
shared-color-targets 0.1.5-1
shared-mime-info 1.6-2
shotwell 1:0.23.0-2
sip 4.18-1
slang 2.3.0-1
smartmontools 6.5-1
smbclient 4.4.3-1
smpeg 0.4.5-2
smplayer 16.4.0-3
snappy 1.1.3-2
sonar-iso-profiles 16.04-1
sound-theme-freedesktop 0.8-2
soundtouch 1.9.2-1
spandsp 0.0.6-1
speech-dispatcher 0.8.4-1
speex 1.2rc2-1
speexdsp 1.2rc3-2
spice-glib 0.31-1
spice-gtk3 0.31-1
splix 2.0.0-13
sqlite 3.13.0-1
squashfs-tools 4.3-4
startup-notification 0.12-4
steam-manjaro 1.0.0.52-2
stow 2.2.2-2
strigi 0.7.8-9
subversion 1.9.3-2
sudo 1.8.16-1
sushi 3.20.0-1
swell-foop 3.20.0-1
sysfsutils 2.1.0-9
syslinux 6.03-6
sysstat 11.2.2-1
system-config-printer 1.5.7-2
systemd 229-3
systemd-sysvcompat 229-3
t1lib 5.1.2-5
taglib 1.11-1
tali 3.20.0-1
talloc 2.1.7-1
tar 1.28-1
tcl 8.6.4-1
tcp_wrappers 7.6-16
tdb 1.3.8-1
telepathy-farstream 0.6.2-2
telepathy-glib 0.24.1-1
telepathy-idle 0.2.0-1
telepathy-logger 0.8.2-2
telepathy-mission-control 5.16.3-2
terminus-font 4.40-2
termite 11-3
termite-terminfo 11-3
testdisk 7.0-3
tevent 0.9.28-1
texinfo 6.1-3
texlive-bibtexextra 2015.38806-1
texlive-bin 2015.37497-12
texlive-core 2015.38835-1
texlive-fontsextra 2015.38746-1
texlive-formatsextra 2015.36217-1
texlive-games 2015.38457-1
texlive-genericextra 2015.38503-1
texlive-htmlxml 2015.38712-1
texlive-humanities 2015.38717-1
texlive-latexextra 2015.38831-1
texlive-music 2015.38340-1
texlive-pictures 2015.38755-1
texlive-plainextra 2015.38696-1
texlive-pstricks 2015.38821-1
texlive-publishers 2015.38832-1
texlive-science 2015.38824-1
thin-provisioning-tools 0.6.1-2
thunderbird 45.1.0-2
thunderbird-i18n-en-us 45.1.0-1
tlp 0.8-1
totem 3.20.1-1
totem-plparser 3.10.6-1
tracker 1.8.0-2
transmission-gtk 2.92-1
tre 0.8.0-4
tslib 1.1-1
ttf-bitstream-vera 1.10-10
ttf-dejavu 2.35-1
ttf-droid 20121017-4
ttf-font-icons 1.1-3
ttf-inconsolata 20151221.480630d-1
ttf-indic-otf 0.2-8
ttf-liberation 2.00.1-6
tzdata 2016d-1
udisks2 2.1.7-1
ufw 0.35-2
unarj 2.63a-4
unrar 1:5.3.11-1
unzip 6.0-12
update-notifier 0.4-1
upower 0.99.4-2
usb_modeswitch 2.3.0-1
usbmuxd 1.1.0-2
usbredir 0.7-1
usbutils 008-1
util-linux 2.28-1
v4l-utils 1.10.0-1
v86d 0.1.10-5
vala 0.32.0-1
vicious 2.1.3-2
vid.stab 1.1-1
videoproto 2.3.3-1
vim 7.4.1797-1
vim-runtime 7.4.1797-1
vinagre 3.20.2-1
vino 3.20.2-1
virtualbox 5.0.20-1
virtualbox-dkms-manjaro 5.0.20-1
virtualbox-ext-vnc 5.0.20-1
virtualbox-guest-dkms 5.0.20-1
virtualbox-guest-iso 5.0.20-1
virtualbox-host-dkms 5.0.20-1
virtualgl 2.5-2
vlc 2.2.3-2
vpnc 0.5.3.svn550-1
vte-common 0.44.2-1
vte3-ng 0.44.1.b-1
wavpack 4.75.2-1
wayland 1.10.0-1
wayland-protocols 1.4-1
webkit2gtk 2.12.2-1
webkitgtk 2.4.11-1
webkitgtk2 2.4.11-1
webrtc-audio-processing 0.1-3
wget 1.17.1-2
which 2.21-1
whois 5.2.11-1
wildmidi 0.3.9-1
wireless-regdb 2015.07.20-1
wireless_tools 30.pre9-1
wmctrl 1.07-4
wpa_supplicant 1:2.5-3
wqy-microhei 0.2.0_beta-7
x265 1.9-1
xapian-core 1:1.2.23-1
xbitmaps 1.1.1-3
xcb-proto 1.11-2
xcb-util 0.4.0-1
xcb-util-cursor 0.1.3-1
xcb-util-image 0.4.0-1
xcb-util-keysyms 0.4.0-1
xcb-util-renderutil 0.3.9-1
xcb-util-wm 0.4.1-1
xcursor-simpleandsoft 0.2-7
xdg-su 1.2.3-1
xdg-user-dirs 0.15-4
xdg-user-dirs-gtk 0.10-2
xdg-utils 1.1.1-2
xdot 0.7-2
xextproto 7.3.0-1
xf86-input-acecad 1.5.0-8
xf86-input-aiptek 1.4.1-8
xf86-input-elographics 1.4.1-5
xf86-input-evdev 2.10.2-0.1
xf86-input-joystick 1.6.2-5
xf86-input-keyboard 1.8.1-1
xf86-input-mouse 1.9.1-1
xf86-input-synaptics 1.8.3-1
xf86-input-void 1.4.1-1
xf86-input-wacom 0.31.0-1
xf86-video-intel 1:2.99.917+655+g25d2c2d-1
xf86dgaproto 2.1-3
xf86vidmodeproto 2.3.1-3
xfsprogs 4.5.0-1
xineramaproto 1.2.1-3
xkeyboard-config 2.17-2
xorg-bdftopcf 1.0.5-1
xorg-font-util 1.3.1-1
xorg-font-utils 7.6-4
xorg-fonts-alias 1.0.3-1
xorg-fonts-encodings 1.0.4-4
xorg-fonts-misc 1.0.3-4
xorg-iceauth 1.0.7-1
xorg-luit 1.1.1-2
xorg-mkfontdir 1.0.7-2
xorg-mkfontscale 1.1.2-1
xorg-server 1.17.4-2
xorg-server-common 1.17.4-2
xorg-server-utils 7.6-4
xorg-server-xwayland 1.17.4-2
xorg-sessreg 1.1.0-1
xorg-setxkbmap 1.3.1-1
xorg-twm 1.0.9-1
xorg-utils 7.6-9
xorg-xauth 1.0.9-1
xorg-xbacklight 1.2.1-1
xorg-xcmsdb 1.0.5-1
xorg-xdpyinfo 1.3.2-1
xorg-xdriinfo 1.0.5-1
xorg-xev 1.2.2-1
xorg-xgamma 1.0.6-1
xorg-xhost 1.0.7-1
xorg-xinit 1.3.4-4
xorg-xinput 1.6.2-1
xorg-xkbcomp 1.3.1-1
xorg-xlsatoms 1.1.2-1
xorg-xlsclients 1.1.3-1
xorg-xmessage 1.0.4-2
xorg-xmodmap 1.0.9-1
xorg-xprop 1.2.2-1
xorg-xrandr 1.5.0-1
xorg-xrdb 1.1.0-2
xorg-xrefresh 1.0.5-1
xorg-xset 1.2.3-1
xorg-xsetroot 1.1.1-2
xorg-xvinfo 1.1.3-1
xorg-xwininfo 1.1.3-1
xproto 7.0.29-1
xterm 324-2
xvidcore 1.3.4-1
xz 5.2.2-1
yajl 2.1.0-1
yaourt 1.8.1-1
yelp 3.20.1-1
yelp-xsl 3.20.1-1
youtube-dl 2016.05.10-1
zd1211-firmware 1.5-1
zeitgeist 0.9.16-1
zenity 3.20.0-1
zeromq 4.1.4-1
zip 3.0-7
zita-alsa-pcmi 0.2.0-3
zita-resampler 1.3.0-5
zlib 1.2.8-4
zsh 5.2-1
zvbi 0.2.35-1
zziplib 0.13.62-2
